note,pitch,duration,chord,bar,mapped voice,cost,category
216,59,1/4,121,17 3/2,3,0,repetition
217,62,1/4,121,17 3/2,2,n/a,match
218,64,1/4,122,17 7/4,2,n/a,match
219,50,1/4,123,18,4,n/a,match
220,53,1/4,123,18,1,n/a,match
221,57,1/4,123,18,3,n/a,match
222,65,1/4,123,18,2,n/a,match
223,64,1/4,124,18 1/4,2,n/a,ornamentation
224,62,1/4,125,18 1/2,2,n/a,match
225,50,1/4,126,18 3/4,4,n/a,ornamentation
226,52,1/4,127,18 1/1,4,n/a,match
227,55,1/4,127,18 1/1,1 and 3,n/a,match
228,61,1/8,128,18 5/4,2,n/a,ficta
229,59,1/8,129,18 11/8,2,n/a,ornamentation
230,61,1/8,130,18 3/2,2,n/a,ficta
231,67,1/8,130,18 3/2,0,0,repetition
232,57,1/8,131,18 13/8,2,n/a,ornamentation
233,59,1/16,132,18 7/4,2,n/a,match
234,57,1/16,133,18 29/16,4,n/a,ornamentation
235,59,1/16,134,18 15/8,4,n/a,ornamentation
236,61,1/16,135,18 31/16,4,n/a,ornamentation
237,50,1/4,136,19,4,n/a,match
238,55,1/4,137,19 1/4,3,0,repetition
239,57,1/4,137,19 1/4,1,0,repetition
